pm_id,p_id,metric_name,metric_value
2904,2904,Shooting / Handling,60
2904,2904,Passing / Kicking,69
2904,2904,Dribbling / Reflexes,73
2904,2904,Defense / Speed,65
2904,2904,Physical / Positioning,70
2905,2905,Pace / Diving,85
2905,2905,Shooting / Handling,52
2905,2905,Passing / Kicking,65
2905,2905,Dribbling / Reflexes,64
2905,2905,Defense / Speed,63
2905,2905,Physical / Positioning,74
2906,2906,Pace / Diving,82
2906,2906,Shooting / Handling,72
2906,2906,Passing / Kicking,67
2906,2906,Dribbling / Reflexes,75
2906,2906,Defense / Speed,50
2906,2906,Physical / Positioning,72
2907,2907,Pace / Diving,48
2907,2907,Shooting / Handling,73
2907,2907,Passing / Kicking,65
2907,2907,Dribbling / Reflexes,68
2907,2907,Defense / Speed,32
2907,2907,Physical / Positioning,75
2908,2908,Pace / Diving,72
2908,2908,Shooting / Handling,74
2908,2908,Passing / Kicking,66
2908,2908,Dribbling / Reflexes,72
2908,2908,Defense / Speed,50
2908,2908,Physical / Positioning,59
2909,2909,Pace / Diving,68
2909,2909,Shooting / Handling,73
2909,2909,Passing / Kicking,65
2909,2909,Dribbling / Reflexes,71
2909,2909,Defense / Speed,48
2909,2909,Physical / Positioning,71
2910,2910,Pace / Diving,73
2910,2910,Shooting / Handling,71
2910,2910,Passing / Kicking,74
2910,2910,Dribbling / Reflexes,73
2910,2910,Defense / Speed,45
2910,2910,Physical / Positioning,72
2911,2911,Pace / Diving,74
2911,2911,Shooting / Handling,70
2911,2911,Passing / Kicking,71
2911,2911,Dribbling / Reflexes,73
2911,2911,Defense / Speed,41
2911,2911,Physical / Positioning,63
2912,2912,Pace / Diving,77
2912,2912,Shooting / Handling,71
2912,2912,Passing / Kicking,59
2912,2912,Dribbling / Reflexes,77
2912,2912,Defense / Speed,24
2912,2912,Physical / Positioning,63
2913,2913,Pace / Diving,84
2913,2913,Shooting / Handling,71
2913,2913,Passing / Kicking,66
2913,2913,Dribbling / Reflexes,75
2913,2913,Defense / Speed,41
2913,2913,Physical / Positioning,66
2914,2914,Pace / Diving,35
2914,2914,Shooting / Handling,35
2914,2914,Passing / Kicking,63
2914,2914,Dribbling / Reflexes,55
2914,2914,Defense / Speed,72
2914,2914,Physical / Positioning,80
2915,2915,Pace / Diving,68
2915,2915,Shooting / Handling,57
2915,2915,Passing / Kicking,66
2915,2915,Dribbling / Reflexes,68
2915,2915,Defense / Speed,66
2915,2915,Physical / Positioning,68
2916,2916,Pace / Diving,75
2916,2916,Shooting / Handling,65
2916,2916,Passing / Kicking,70
2916,2916,Dribbling / Reflexes,72
2916,2916,Defense / Speed,69
2916,2916,Physical / Positioning,84
2917,2917,Pace / Diving,70
2917,2917,Shooting / Handling,70
2917,2917,Passing / Kicking,71
2917,2917,Dribbling / Reflexes,76
2917,2917,Defense / Speed,57
2917,2917,Physical / Positioning,64
2918,2918,Pace / Diving,71
2918,2918,Shooting / Handling,74
2918,2918,Passing / Kicking,75
2918,2918,Dribbling / Reflexes,73
2918,2918,Defense / Speed,60
2918,2918,Physical / Positioning,67
2919,2919,Pace / Diving,74
2919,2919,Shooting / Handling,69
2919,2919,Passing / Kicking,71
2919,2919,Dribbling / Reflexes,78
2919,2919,Defense / Speed,39
2919,2919,Physical / Positioning,44
2920,2920,Pace / Diving,82
2920,2920,Shooting / Handling,64
2920,2920,Passing / Kicking,73
2920,2920,Dribbling / Reflexes,73
2920,2920,Defense / Speed,39
2920,2920,Physical / Positioning,46
2921,2921,Pace / Diving,62
2921,2921,Shooting / Handling,50
2921,2921,Passing / Kicking,63
2921,2921,Dribbling / Reflexes,67
2921,2921,Defense / Speed,70
2921,2921,Physical / Positioning,76
2922,2922,Pace / Diving,73
2922,2922,Shooting / Handling,69
2922,2922,Passing / Kicking,66
2922,2922,Dribbling / Reflexes,74
2922,2922,Defense / Speed,46
2922,2922,Physical / Positioning,73
2923,2923,Pace / Diving,78
2923,2923,Shooting / Handling,64
2923,2923,Passing / Kicking,69
2923,2923,Dribbling / Reflexes,79
2923,2923,Defense / Speed,51
2923,2923,Physical / Positioning,55
2924,2924,Pace / Diving,36
2924,2924,Shooting / Handling,74
2924,2924,Passing / Kicking,79
2924,2924,Dribbling / Reflexes,74
2924,2924,Defense / Speed,61
2924,2924,Physical / Positioning,60
2925,2925,Pace / Diving,46
2925,2925,Shooting / Handling,43
2925,2925,Passing / Kicking,51
2925,2925,Dribbling / Reflexes,51
2925,2925,Defense / Speed,74
2925,2925,Physical / Positioning,77
2926,2926,Pace / Diving,70
2926,2926,Shooting / Handling,72
2926,2926,Passing / Kicking,67
2926,2926,Dribbling / Reflexes,73
2926,2926,Defense / Speed,32
2926,2926,Physical / Positioning,76
2927,2927,Pace / Diving,73
2927,2927,Shooting / Handling,72
2927,2927,Passing / Kicking,54
2927,2927,Dribbling / Reflexes,69
2927,2927,Defense / Speed,37
2927,2927,Physical / Positioning,78
2928,2928,Pace / Diving,72
2928,2928,Shooting / Handling,71
2928,2928,Passing / Kicking,70
2928,2928,Dribbling / Reflexes,76
2928,2928,Defense / Speed,44
2928,2928,Physical / Positioning,70
2929,2929,Pace / Diving,50
2929,2929,Shooting / Handling,47
2929,2929,Passing / Kicking,69
2929,2929,Dribbling / Reflexes,65
2929,2929,Defense / Speed,72
2929,2929,Physical / Positioning,74
2930,2930,Pace / Diving,64
2930,2930,Shooting / Handling,72
2930,2930,Passing / Kicking,60
2930,2930,Dribbling / Reflexes,70
2930,2930,Defense / Speed,35
2930,2930,Physical / Positioning,75
2931,2931,Pace / Diving,80
2931,2931,Shooting / Handling,70
2931,2931,Passing / Kicking,69
2931,2931,Dribbling / Reflexes,73
2931,2931,Defense / Speed,41
2931,2931,Physical / Positioning,62
2932,2932,Pace / Diving,67
2932,2932,Shooting / Handling,35
2932,2932,Passing / Kicking,47
2932,2932,Dribbling / Reflexes,53
2932,2932,Defense / Speed,73
2932,2932,Physical / Positioning,79
2933,2933,Pace / Diving,76
2933,2933,Shooting / Handling,45
2933,2933,Passing / Kicking,63
2933,2933,Dribbling / Reflexes,71
2933,2933,Defense / Speed,70
2933,2933,Physical / Positioning,65
2934,2934,Pace / Diving,81
2934,2934,Shooting / Handling,65
2934,2934,Passing / Kicking,71
2934,2934,Dribbling / Reflexes,77
2934,2934,Defense / Speed,59
2934,2934,Physical / Positioning,48
2935,2935,Pace / Diving,77
2935,2935,Shooting / Handling,63
2935,2935,Passing / Kicking,71
2935,2935,Dribbling / Reflexes,74
2935,2935,Defense / Speed,66
2935,2935,Physical / Positioning,72
2936,2936,Pace / Diving,63
2936,2936,Shooting / Handling,62
2936,2936,Passing / Kicking,73
2936,2936,Dribbling / Reflexes,73
2936,2936,Defense / Speed,70
2936,2936,Physical / Positioning,81
2937,2937,Pace / Diving,74
2937,2937,Shooting / Handling,68
2937,2937,Passing / Kicking,72
2937,2937,Dribbling / Reflexes,76
2937,2937,Defense / Speed,57
2937,2937,Physical / Positioning,71
2938,2938,Pace / Diving,73
2938,2938,Shooting / Handling,69
2938,2938,Passing / Kicking,69
2938,2938,Dribbling / Reflexes,70
2938,2938,Defense / Speed,69
2938,2938,Physical / Positioning,78
2939,2939,Pace / Diving,74
2939,2939,Shooting / Handling,73
2939,2939,Passing / Kicking,58
2939,2939,Dribbling / Reflexes,74
2939,2939,Defense / Speed,31
2939,2939,Physical / Positioning,72
2940,2940,Pace / Diving,75
2940,2940,Shooting / Handling,64
2940,2940,Passing / Kicking,67
2940,2940,Dribbling / Reflexes,70
2940,2940,Defense / Speed,69
2940,2940,Physical / Positioning,73
2941,2941,Pace / Diving,81
2941,2941,Shooting / Handling,69
2941,2941,Passing / Kicking,66
2941,2941,Dribbling / Reflexes,73
2941,2941,Defense / Speed,37
2941,2941,Physical / Positioning,69
2942,2942,Pace / Diving,91
2942,2942,Shooting / Handling,71
2942,2942,Passing / Kicking,64
2942,2942,Dribbling / Reflexes,76
2942,2942,Defense / Speed,37
2942,2942,Physical / Positioning,58
2943,2943,Pace / Diving,52
2943,2943,Shooting / Handling,37
2943,2943,Passing / Kicking,50
2943,2943,Dribbling / Reflexes,54
2943,2943,Defense / Speed,72
2943,2943,Physical / Positioning,78
2944,2944,Pace / Diving,66
2944,2944,Shooting / Handling,59
2944,2944,Passing / Kicking,68
2944,2944,Dribbling / Reflexes,72
2944,2944,Defense / Speed,71
2944,2944,Physical / Positioning,70
2945,2945,Pace / Diving,66
2945,2945,Shooting / Handling,47
2945,2945,Passing / Kicking,60
2945,2945,Dribbling / Reflexes,67
2945,2945,Defense / Speed,72
2945,2945,Physical / Positioning,73
2946,2946,Pace / Diving,47
2946,2946,Shooting / Handling,28
2946,2946,Passing / Kicking,52
2946,2946,Dribbling / Reflexes,57
2946,2946,Defense / Speed,73
2946,2946,Physical / Positioning,79
2947,2947,Pace / Diving,75
2947,2947,Shooting / Handling,73
2947,2947,Passing / Kicking,66
2947,2947,Dribbling / Reflexes,70
2947,2947,Defense / Speed,19
2947,2947,Physical / Positioning,67
2948,2948,Pace / Diving,72
2948,2948,Shooting / Handling,55
2948,2948,Passing / Kicking,66
2948,2948,Dribbling / Reflexes,70
2948,2948,Defense / Speed,69
2948,2948,Physical / Positioning,71
2949,2949,Pace / Diving,70
2949,2949,Shooting / Handling,65
2949,2949,Passing / Kicking,73
2949,2949,Dribbling / Reflexes,75
2949,2949,Defense / Speed,52
2949,2949,Physical / Positioning,64
2950,2950,Pace / Diving,60
2950,2950,Shooting / Handling,56
2950,2950,Passing / Kicking,74
2950,2950,Dribbling / Reflexes,73
2950,2950,Defense / Speed,68
2950,2950,Physical / Positioning,66
2951,2951,Pace / Diving,77
2951,2951,Shooting / Handling,73
2951,2951,Passing / Kicking,70
2951,2951,Dribbling / Reflexes,74
2951,2951,Defense / Speed,36
2951,2951,Physical / Positioning,57
2952,2952,Pace / Diving,45
2952,2952,Shooting / Handling,67
2952,2952,Passing / Kicking,72
2952,2952,Dribbling / Reflexes,70
2952,2952,Defense / Speed,71
2952,2952,Physical / Positioning,76
2953,2953,Pace / Diving,59
2953,2953,Shooting / Handling,39
2953,2953,Passing / Kicking,59
2953,2953,Dribbling / Reflexes,64
2953,2953,Defense / Speed,73
2953,2953,Physical / Positioning,77
2954,2954,Pace / Diving,71
2954,2954,Shooting / Handling,74
2954,2954,Passing / Kicking,73
2954,2954,Dribbling / Reflexes,77
2954,2954,Defense / Speed,46
2954,2954,Physical / Positioning,66
2955,2955,Pace / Diving,70
2955,2955,Shooting / Handling,71
2955,2955,Passing / Kicking,66
2955,2955,Dribbling / Reflexes,75
2955,2955,Defense / Speed,38
2955,2955,Physical / Positioning,67
2956,2956,Pace / Diving,89
2956,2956,Shooting / Handling,69
2956,2956,Passing / Kicking,63
2956,2956,Dribbling / Reflexes,77
2956,2956,Defense / Speed,35
2956,2956,Physical / Positioning,54
2957,2957,Pace / Diving,41
2957,2957,Shooting / Handling,40
2957,2957,Passing / Kicking,53
2957,2957,Dribbling / Reflexes,36
2957,2957,Defense / Speed,75
2957,2957,Physical / Positioning,80
2958,2958,Pace / Diving,58
2958,2958,Shooting / Handling,51
2958,2958,Passing / Kicking,61
2958,2958,Dribbling / Reflexes,61
2958,2958,Defense / Speed,72
2958,2958,Physical / Positioning,83
2959,2959,Pace / Diving,78
2959,2959,Shooting / Handling,69
2959,2959,Passing / Kicking,71
2959,2959,Dribbling / Reflexes,74
2959,2959,Defense / Speed,62
2959,2959,Physical / Positioning,66
2960,2960,Pace / Diving,70
2960,2960,Shooting / Handling,61
2960,2960,Passing / Kicking,68
2960,2960,Dribbling / Reflexes,68
2960,2960,Defense / Speed,68
2960,2960,Physical / Positioning,73
2961,2961,Pace / Diving,76
2961,2961,Shooting / Handling,72
2961,2961,Passing / Kicking,67
2961,2961,Dribbling / Reflexes,74
2961,2961,Defense / Speed,29
2961,2961,Physical / Positioning,70
2962,2962,Pace / Diving,68
2962,2962,Shooting / Handling,52
2962,2962,Passing / Kicking,68
2962,2962,Dribbling / Reflexes,70
2962,2962,Defense / Speed,73
2962,2962,Physical / Positioning,77
2963,2963,Pace / Diving,57
2963,2963,Shooting / Handling,62
2963,2963,Passing / Kicking,68
2963,2963,Dribbling / Reflexes,69
2963,2963,Defense / Speed,71
2963,2963,Physical / Positioning,71
2964,2964,Pace / Diving,69
2964,2964,Shooting / Handling,74
2964,2964,Passing / Kicking,72
2964,2964,Dribbling / Reflexes,77
2964,2964,Defense / Speed,46
2964,2964,Physical / Positioning,67
2965,2965,Pace / Diving,75
2965,2965,Shooting / Handling,42
2965,2965,Passing / Kicking,64
2965,2965,Dribbling / Reflexes,69
2965,2965,Defense / Speed,71
2965,2965,Physical / Positioning,69
2966,2966,Pace / Diving,63
2966,2966,Shooting / Handling,72
2966,2966,Passing / Kicking,69
2966,2966,Dribbling / Reflexes,72
2966,2966,Defense / Speed,66
2966,2966,Physical / Positioning,81
2967,2967,Pace / Diving,78
2967,2967,Shooting / Handling,71
2967,2967,Passing / Kicking,71
2967,2967,Dribbling / Reflexes,71
2967,2967,Defense / Speed,63
2967,2967,Physical / Positioning,70
2968,2968,Pace / Diving,55
2968,2968,Shooting / Handling,73
2968,2968,Passing / Kicking,75
2968,2968,Dribbling / Reflexes,69
2968,2968,Defense / Speed,70
2968,2968,Physical / Positioning,71
2969,2969,Pace / Diving,81
2969,2969,Shooting / Handling,70
2969,2969,Passing / Kicking,70
2969,2969,Dribbling / Reflexes,73
2969,2969,Defense / Speed,38
2969,2969,Physical / Positioning,54
2970,2970,Pace / Diving,89
2970,2970,Shooting / Handling,73
2970,2970,Passing / Kicking,61
2970,2970,Dribbling / Reflexes,72
2970,2970,Defense / Speed,38
2970,2970,Physical / Positioning,75
2971,2971,Pace / Diving,34
2971,2971,Shooting / Handling,53
2971,2971,Passing / Kicking,66
2971,2971,Dribbling / Reflexes,67
2971,2971,Defense / Speed,71
2971,2971,Physical / Positioning,79
2972,2972,Pace / Diving,35
2972,2972,Shooting / Handling,45
2972,2972,Passing / Kicking,58
2972,2972,Dribbling / Reflexes,50
2972,2972,Defense / Speed,73
2972,2972,Physical / Positioning,84
2973,2973,Pace / Diving,73
2973,2973,Shooting / Handling,69
2973,2973,Passing / Kicking,70
2973,2973,Dribbling / Reflexes,76
2973,2973,Defense / Speed,40
2973,2973,Physical / Positioning,73
2974,2974,Pace / Diving,79
2974,2974,Shooting / Handling,47
2974,2974,Passing / Kicking,56
2974,2974,Dribbling / Reflexes,62
2974,2974,Defense / Speed,71
2974,2974,Physical / Positioning,82
2975,2975,Pace / Diving,62
2975,2975,Shooting / Handling,72
2975,2975,Passing / Kicking,76
2975,2975,Dribbling / Reflexes,72
2975,2975,Defense / Speed,60
2975,2975,Physical / Positioning,61
2976,2976,Pace / Diving,75
2976,2976,Shooting / Handling,71
2976,2976,Passing / Kicking,73
2976,2976,Dribbling / Reflexes,74
2976,2976,Defense / Speed,57
2976,2976,Physical / Positioning,71
2977,2977,Pace / Diving,72
2977,2977,Shooting / Handling,51
2977,2977,Passing / Kicking,65
2977,2977,Dribbling / Reflexes,72
2977,2977,Defense / Speed,71
2977,2977,Physical / Positioning,74
2978,2978,Pace / Diving,80
2978,2978,Shooting / Handling,75
2978,2978,Passing / Kicking,55
2978,2978,Dribbling / Reflexes,68
2978,2978,Defense / Speed,27
2978,2978,Physical / Positioning,69
2979,2979,Pace / Diving,66
2979,2979,Shooting / Handling,59
2979,2979,Passing / Kicking,69
2979,2979,Dribbling / Reflexes,73
2979,2979,Defense / Speed,72
2979,2979,Physical / Positioning,76
2980,2980,Pace / Diving,75
2980,2980,Shooting / Handling,70
2980,2980,Passing / Kicking,72
2980,2980,Dribbling / Reflexes,74
2980,2980,Defense / Speed,68
2980,2980,Physical / Positioning,81
2981,2981,Pace / Diving,93
2981,2981,Shooting / Handling,68
2981,2981,Passing / Kicking,61
2981,2981,Dribbling / Reflexes,76
2981,2981,Defense / Speed,37
2981,2981,Physical / Positioning,67
2982,2982,Pace / Diving,74
2982,2982,Shooting / Handling,71
2982,2982,Passing / Kicking,68
2982,2982,Dribbling / Reflexes,76
2982,2982,Defense / Speed,40
2982,2982,Physical / Positioning,72
2983,2983,Pace / Diving,79
2983,2983,Shooting / Handling,58
2983,2983,Passing / Kicking,68
2983,2983,Dribbling / Reflexes,72
2983,2983,Defense / Speed,68
2983,2983,Physical / Positioning,80
2984,2984,Pace / Diving,64
2984,2984,Shooting / Handling,54
2984,2984,Passing / Kicking,77
2984,2984,Dribbling / Reflexes,71
2984,2984,Defense / Speed,71
2984,2984,Physical / Positioning,68
2985,2985,Pace / Diving,50
2985,2985,Shooting / Handling,30
2985,2985,Passing / Kicking,45
2985,2985,Dribbling / Reflexes,49
2985,2985,Defense / Speed,75
2985,2985,Physical / Positioning,79
2986,2986,Pace / Diving,75
2986,2986,Shooting / Handling,74
2986,2986,Passing / Kicking,68
2986,2986,Dribbling / Reflexes,75
2986,2986,Defense / Speed,43
2986,2986,Physical / Positioning,62
2987,2987,Pace / Diving,81
2987,2987,Shooting / Handling,67
2987,2987,Passing / Kicking,70
2987,2987,Dribbling / Reflexes,74
2987,2987,Defense / Speed,38
2987,2987,Physical / Positioning,76
2988,2988,Pace / Diving,52
2988,2988,Shooting / Handling,39
2988,2988,Passing / Kicking,55
2988,2988,Dribbling / Reflexes,53
2988,2988,Defense / Speed,75
2988,2988,Physical / Positioning,74
2989,2989,Pace / Diving,77
2989,2989,Shooting / Handling,73
2989,2989,Passing / Kicking,64
2989,2989,Dribbling / Reflexes,72
2989,2989,Defense / Speed,36
2989,2989,Physical / Positioning,73
2990,2990,Pace / Diving,79
2990,2990,Shooting / Handling,69
2990,2990,Passing / Kicking,70
2990,2990,Dribbling / Reflexes,71
2990,2990,Defense / Speed,40
2990,2990,Physical / Positioning,70
2991,2991,Pace / Diving,67
2991,2991,Shooting / Handling,58
2991,2991,Passing / Kicking,59
2991,2991,Dribbling / Reflexes,61
2991,2991,Defense / Speed,71
2991,2991,Physical / Positioning,82
2992,2992,Pace / Diving,76
2992,2992,Shooting / Handling,71
2992,2992,Passing / Kicking,54
2992,2992,Dribbling / Reflexes,66
2992,2992,Defense / Speed,34
2992,2992,Physical / Positioning,77
2993,2993,Pace / Diving,74
2993,2993,Shooting / Handling,31
2993,2993,Passing / Kicking,47
2993,2993,Dribbling / Reflexes,55
2993,2993,Defense / Speed,72
2993,2993,Physical / Positioning,78
2994,2994,Pace / Diving,36
2994,2994,Shooting / Handling,33
2994,2994,Passing / Kicking,53
2994,2994,Dribbling / Reflexes,59
2994,2994,Defense / Speed,74
2994,2994,Physical / Positioning,74
2995,2995,Pace / Diving,71
2995,2995,Shooting / Handling,73
2995,2995,Passing / Kicking,73
2995,2995,Dribbling / Reflexes,74
2995,2995,Defense / Speed,68
2995,2995,Physical / Positioning,70
2996,2996,Pace / Diving,69
2996,2996,Shooting / Handling,68
2996,2996,Passing / Kicking,73
2996,2996,Dribbling / Reflexes,79
2996,2996,Defense / Speed,44
2996,2996,Physical / Positioning,47
2997,2997,Pace / Diving,75
2997,2997,Shooting / Handling,68
2997,2997,Passing / Kicking,73
2997,2997,Dribbling / Reflexes,74
2997,2997,Defense / Speed,47
2997,2997,Physical / Positioning,56
2998,2998,Pace / Diving,31
2998,2998,Shooting / Handling,27
2998,2998,Passing / Kicking,44
2998,2998,Dribbling / Reflexes,49
2998,2998,Defense / Speed,74
2998,2998,Physical / Positioning,83
2999,2999,Pace / Diving,67
2999,2999,Shooting / Handling,54
2999,2999,Passing / Kicking,65
2999,2999,Dribbling / Reflexes,67
2999,2999,Defense / Speed,73
2999,2999,Physical / Positioning,75
3000,3000,Pace / Diving,73
3000,3000,Shooting / Handling,72
3000,3000,Passing / Kicking,56
3000,3000,Dribbling / Reflexes,70
3000,3000,Defense / Speed,39
3000,3000,Physical / Positioning,81
3001,3001,Pace / Diving,64
3001,3001,Shooting / Handling,40
3001,3001,Passing / Kicking,60
3001,3001,Dribbling / Reflexes,62
3001,3001,Defense / Speed,72
3001,3001,Physical / Positioning,82
3002,3002,Pace / Diving,72
3002,3002,Shooting / Handling,71
3002,3002,Passing / Kicking,70
3002,3002,Dribbling / Reflexes,74
3002,3002,Defense / Speed,32
3002,3002,Physical / Positioning,73
3003,3003,Pace / Diving,77
3003,3003,Shooting / Handling,62
3003,3003,Passing / Kicking,69
3003,3003,Dribbling / Reflexes,74
3003,3003,Defense / Speed,68
3003,3003,Physical / Positioning,66
3004,3004,Pace / Diving,72
3004,3004,Shooting / Handling,39
3004,3004,Passing / Kicking,55
3004,3004,Dribbling / Reflexes,62
3004,3004,Defense / Speed,73
3004,3004,Physical / Positioning,73
3005,3005,Pace / Diving,79
3005,3005,Shooting / Handling,66
3005,3005,Passing / Kicking,72
3005,3005,Dribbling / Reflexes,76
3005,3005,Defense / Speed,33
3005,3005,Physical / Positioning,50
3006,3006,Pace / Diving,61
3006,3006,Shooting / Handling,65
3006,3006,Passing / Kicking,70
3006,3006,Dribbling / Reflexes,77
3006,3006,Defense / Speed,63
3006,3006,Physical / Positioning,76
3007,3007,Pace / Diving,78
3007,3007,Shooting / Handling,73
3007,3007,Passing / Kicking,67
3007,3007,Dribbling / Reflexes,73
3007,3007,Defense / Speed,37
3007,3007,Physical / Positioning,68
3008,3008,Pace / Diving,73
3008,3008,Shooting / Handling,72
3008,3008,Passing / Kicking,69
3008,3008,Dribbling / Reflexes,73
3008,3008,Defense / Speed,46
3008,3008,Physical / Positioning,71
3009,3009,Pace / Diving,74
3009,3009,Shooting / Handling,46
3009,3009,Passing / Kicking,67
3009,3009,Dribbling / Reflexes,72
3009,3009,Defense / Speed,69
3009,3009,Physical / Positioning,63
3010,3010,Pace / Diving,78
3010,3010,Shooting / Handling,67
3010,3010,Passing / Kicking,68
3010,3010,Dribbling / Reflexes,72
3010,3010,Defense / Speed,66
3010,3010,Physical / Positioning,73
3011,3011,Pace / Diving,85
3011,3011,Shooting / Handling,72
3011,3011,Passing / Kicking,53
3011,3011,Dribbling / Reflexes,68
3011,3011,Defense / Speed,22
3011,3011,Physical / Positioning,70
3012,3012,Pace / Diving,65
3012,3012,Shooting / Handling,73
3012,3012,Passing / Kicking,74
3012,3012,Dribbling / Reflexes,74
3012,3012,Defense / Speed,46
3012,3012,Physical / Positioning,67
3013,3013,Pace / Diving,59
3013,3013,Shooting / Handling,70
3013,3013,Passing / Kicking,69
3013,3013,Dribbling / Reflexes,68
3013,3013,Defense / Speed,72
3013,3013,Physical / Positioning,81
3014,3014,Pace / Diving,56
3014,3014,Shooting / Handling,41
3014,3014,Passing / Kicking,51
3014,3014,Dribbling / Reflexes,63
3014,3014,Defense / Speed,76
3014,3014,Physical / Positioning,71
3015,3015,Pace / Diving,63
3015,3015,Shooting / Handling,68
3015,3015,Passing / Kicking,76
3015,3015,Dribbling / Reflexes,72
3015,3015,Defense / Speed,67
3015,3015,Physical / Positioning,74
3016,3016,Pace / Diving,69
3016,3016,Shooting / Handling,74
3016,3016,Passing / Kicking,74
3016,3016,Dribbling / Reflexes,74
3016,3016,Defense / Speed,39
3016,3016,Physical / Positioning,58
3017,3017,Pace / Diving,63
3017,3017,Shooting / Handling,36
3017,3017,Passing / Kicking,56
3017,3017,Dribbling / Reflexes,58
3017,3017,Defense / Speed,74
3017,3017,Physical / Positioning,70
3018,3018,Pace / Diving,77
3018,3018,Shooting / Handling,65
3018,3018,Passing / Kicking,71
3018,3018,Dribbling / Reflexes,78
3018,3018,Defense / Speed,62
3018,3018,Physical / Positioning,72
3019,3019,Pace / Diving,80
3019,3019,Shooting / Handling,50
3019,3019,Passing / Kicking,65
3019,3019,Dribbling / Reflexes,72
3019,3019,Defense / Speed,64
3019,3019,Physical / Positioning,73
3020,3020,Pace / Diving,78
3020,3020,Shooting / Handling,66
3020,3020,Passing / Kicking,72
3020,3020,Dribbling / Reflexes,74
3020,3020,Defense / Speed,61
3020,3020,Physical / Positioning,67
3021,3021,Pace / Diving,85
3021,3021,Shooting / Handling,63
3021,3021,Passing / Kicking,66
3021,3021,Dribbling / Reflexes,78
3021,3021,Defense / Speed,31
3021,3021,Physical / Positioning,49
3022,3022,Pace / Diving,72
3022,3022,Shooting / Handling,70
3022,3022,Passing / Kicking,69
3022,3022,Dribbling / Reflexes,74
3022,3022,Defense / Speed,48
3022,3022,Physical / Positioning,73
3023,3023,Pace / Diving,73
3023,3023,Shooting / Handling,38
3023,3023,Passing / Kicking,54
3023,3023,Dribbling / Reflexes,63
3023,3023,Defense / Speed,75
3023,3023,Physical / Positioning,75
3024,3024,Pace / Diving,51
3024,3024,Shooting / Handling,30
3024,3024,Passing / Kicking,44
3024,3024,Dribbling / Reflexes,46
3024,3024,Defense / Speed,74
3024,3024,Physical / Positioning,77
3025,3025,Pace / Diving,68
3025,3025,Shooting / Handling,74
3025,3025,Passing / Kicking,63
3025,3025,Dribbling / Reflexes,75
3025,3025,Defense / Speed,20
3025,3025,Physical / Positioning,70
3026,3026,Pace / Diving,83
3026,3026,Shooting / Handling,71
3026,3026,Passing / Kicking,66
3026,3026,Dribbling / Reflexes,72
3026,3026,Defense / Speed,20
3026,3026,Physical / Positioning,57
3027,3027,Pace / Diving,68
3027,3027,Shooting / Handling,65
3027,3027,Passing / Kicking,67
3027,3027,Dribbling / Reflexes,70
3027,3027,Defense / Speed,71
3027,3027,Physical / Positioning,80
3028,3028,Pace / Diving,74
3028,3028,Shooting / Handling,74
3028,3028,Passing / Kicking,67
3028,3028,Dribbling / Reflexes,74
3028,3028,Defense / Speed,39
3028,3028,Physical / Positioning,70
3029,3029,Pace / Diving,50
3029,3029,Shooting / Handling,48
3029,3029,Passing / Kicking,61
3029,3029,Dribbling / Reflexes,61
3029,3029,Defense / Speed,73
3029,3029,Physical / Positioning,73
3030,3030,Pace / Diving,75
3030,3030,Shooting / Handling,61
3030,3030,Passing / Kicking,68
3030,3030,Dribbling / Reflexes,76
3030,3030,Defense / Speed,69
3030,3030,Physical / Positioning,73
3031,3031,Pace / Diving,42
3031,3031,Shooting / Handling,75
3031,3031,Passing / Kicking,59
3031,3031,Dribbling / Reflexes,75
3031,3031,Defense / Speed,33
3031,3031,Physical / Positioning,77
3032,3032,Pace / Diving,78
3032,3032,Shooting / Handling,67
3032,3032,Passing / Kicking,69
3032,3032,Dribbling / Reflexes,78
3032,3032,Defense / Speed,29
3032,3032,Physical / Positioning,58
3033,3033,Pace / Diving,64
3033,3033,Shooting / Handling,72
3033,3033,Passing / Kicking,60
3033,3033,Dribbling / Reflexes,70
3033,3033,Defense / Speed,35
3033,3033,Physical / Positioning,75
3034,3034,Pace / Diving,68
3034,3034,Shooting / Handling,69
3034,3034,Passing / Kicking,72
3034,3034,Dribbling / Reflexes,78
3034,3034,Defense / Speed,54
3034,3034,Physical / Positioning,64
3035,3035,Pace / Diving,77
3035,3035,Shooting / Handling,64
3035,3035,Passing / Kicking,71
3035,3035,Dribbling / Reflexes,75
3035,3035,Defense / Speed,69
3035,3035,Physical / Positioning,74
3036,3036,Pace / Diving,92
3036,3036,Shooting / Handling,69
3036,3036,Passing / Kicking,59
3036,3036,Dribbling / Reflexes,77
3036,3036,Defense / Speed,40
3036,3036,Physical / Positioning,64
3037,3037,Pace / Diving,72
3037,3037,Shooting / Handling,69
3037,3037,Passing / Kicking,71
3037,3037,Dribbling / Reflexes,73
3037,3037,Defense / Speed,70
3037,3037,Physical / Positioning,67
3038,3038,Pace / Diving,57
3038,3038,Shooting / Handling,58
3038,3038,Passing / Kicking,79
3038,3038,Dribbling / Reflexes,70
3038,3038,Defense / Speed,58
3038,3038,Physical / Positioning,62
3039,3039,Pace / Diving,79
3039,3039,Shooting / Handling,66
3039,3039,Passing / Kicking,67
3039,3039,Dribbling / Reflexes,78
3039,3039,Defense / Speed,41
