4873,Yeong Jae Lee,Suwon FC,K League 1,Korea Republic,70,CM
4874,Robert Leipertz,SC Paderborn 07,Bundesliga 2,Germany,70,ST
4875,Toni Leistner,Hertha Berlin,Bundesliga 2,Germany,70,CB
4876,Tomás Lemos Araújo,SL Benfica,Liga Portugal,Portugal,70,CB
4877,Brayan León,Indep. Medellín,Libertadores,Colombia,70,ST
4878,Luis Fernando León,CS Emelec,Sudamericana,Ecuador,70,CB
4879,Ryan Leonard,Millwall,EFL Championship,England,70,CDM
4880,Oscar Lewicki,Malmö FF,Allsvenskan,Sweden,70,CDM
4881,Andreas Linde,Fürth,Bundesliga 2,Sweden,70,GK
4882,Binbin Liu,Shandong Taishan,CSL,China PR,70,LM
4883,Gautier Lloris,Havre AC,Ligue 1 Uber Eats,France,70,CB
4884,Saba Lobjanidze,Atlanta United,MLS,Georgia,70,RW
4885,Joe Lolley,Sydney FC,A-League,England,70,RW
4886,George Long,Norwich,EFL Championship,England,70,GK
4887,Santiago Longo,Belgrano,LPF,Argentina,70,CDM
4888,Pablo López,River Plate,Sudamericana,Uruguay,70,CAM
4889,Julien Lopez,Paris FC,Ligue 2 BKT,Algeria,70,LM
4890,Marcos López,Feyenoord,Eredivisie,Peru,70,LB
4891,Lluís López Mármol,Real Zaragoza,LALIGA HYPERMOTION,Spain,70,CB
4892,Jhilmar Lora,Sporting Cristal,Libertadores,Peru,70,RB
4893,Daniel Lovitz,Nashville SC,MLS,United States,70,LWB
4894,Jamal Lowe,AFC Bournemouth,Premier League,Jamaica,70,ST
4895,Leandro Lozano,Nacional,Libertadores,Uruguay,70,RB
4896,Gustav Ludwigson,Ulsan Hyundai,K League 1,Sweden,70,RW
4897,Gonzalo Luján,San Lorenzo,Sudamericana,Argentina,70,CB
4898,Joe Lumley,Southampton,EFL Championship,England,70,GK
4899,Fabian Lustenberger,BSC Young Boys,CSSL,Switzerland,70,CB
4900,Lefteris Lyratzis,PAOK FC,Hellas Liga,Greece,70,RB
4901,André Ferreira,Granada CF,LALIGA EA SPORTS,Portugal,70,GK
4902,Matej Maglica,SV Darmstadt 98,Bundesliga,Croatia,70,CB
4903,Raffaele Maiello,Bari,Serie BKT,Italy,70,CM
4904,Radosław Majecki,AS Monaco,Ligue 1 Uber Eats,Poland,70,GK
4905,Cephas Malele,Shanghai Shenhua,CSL,Switzerland,70,ST
4906,Yunus Mallı,Konyaspor,Trendyol Süper Lig,Turkey,70,CAM
4907,Facundo Mallo,Rosario Central,LPF,Uruguay,70,CB
4908,Maurice Malone,FC Basel 1893,CSSL,Germany,70,ST
4909,Leonardo Mancuso,Palermo,Serie BKT,Italy,70,ST
4910,Anthony Mandrea,SM Caen,Ligue 2 BKT,Algeria,70,GK
4911,Thomas Mangani,AC Ajaccio,Ligue 2 BKT,France,70,CDM
4912,Myziane Maolida,Hertha Berlin,Bundesliga 2,France,70,LM
4913,Sékou Mara,Southampton,EFL Championship,France,70,ST
4914,Nikola Maraš,D. Alavés,LALIGA EA SPORTS,Serbia,70,CB
4915,Vincent Marchetti,AC Ajaccio,Ligue 2 BKT,France,70,CDM
4916,Emiliano Marcondes,AFC Bournemouth,Premier League,Denmark,70,CAM
4917,Diego Mariño Villar,UD Almería,LALIGA EA SPORTS,Spain,70,GK
4918,Oscar Taty Maritu,Cangzhou FC,CSL,Congo DR,70,RW
4919,Iván Márquez Álvarez,1. FC Nürnberg,Bundesliga 2,Spain,70,CB
4920,José Mari,Cádiz CF,LALIGA EA SPORTS,Spain,70,CDM
4921,Javier Martínez Calvo,SD Huesca,LALIGA HYPERMOTION,Spain,70,CM
4922,Alejandro Martínez Sánchez,CD Eldense,LALIGA HYPERMOTION,Spain,70,LB
4923,Ángelo Martino,Newell's,Sudamericana,Argentina,70,LB
4924,Iván Martos Campillo,SD Huesca,LALIGA HYPERMOTION,Spain,70,LB
4925,Aleš Matějů,Palermo,Serie BKT,Czech Republic,70,RB
4926,Facundo Mater,Barracas Central,LPF,Argentina,70,RB
4927,Marc Mateu,CD Eldense,LALIGA HYPERMOTION,Spain,70,LM
4928,Uroš Matic,Abha Club,ROSHN Saudi League,Serbia,70,CDM
4929,Henning Matriciani,FC Schalke 04,Bundesliga 2,Germany,70,RB
4930,Chrislain Matsima,AS Monaco,Ligue 1 Uber Eats,France,70,CB
4931,Mamadou Mbaye,Cádiz CF,LALIGA EA SPORTS,Senegal,70,CB
4932,Mbenza,Sp. Charleroi,1A Pro League,Belgium,70,ST
4933,James McAtee,Manchester City,Premier League,England,70,CAM
4934,Sam McCallum,Norwich,EFL Championship,England,70,LB
4935,Ali McCann,Preston,EFL Championship,Northern Ireland,70,CM
4936,Dax McCarty,Nashville SC,MLS,United States,70,CDM
4937,Ross McCrorie,Bristol City,EFL Championship,Scotland,70,RB
4938,Flavio Medeiros da Silva,Al Taawoun,ROSHN Saudi League,Brazil,70,CDM
4939,Alejandro Medina,Arsenal,LPF,Argentina,70,GK
4940,Yakou Méïté,Cardiff City,EFL Championship,Côte d'Ivoire,70,ST
4941,Marcelo Meli,Liverpool,Libertadores,Argentina,70,CM
4942,Dario Melnjak,Hajduk Split,Liga Hrvatska,Croatia,70,LB
4943,Armando Méndez,Newell's,Sudamericana,Uruguay,70,RB
4944,Jérémy Ménez,Bari,Serie BKT,France,70,CF
4945,Gideon Mensah,AJ Auxerre,Ligue 2 BKT,Ghana,70,LB
4946,Víctor Meseguer Cavas,R. Valladolid CF,LALIGA HYPERMOTION,Spain,70,CDM
4947,Karol Mets,FC St. Pauli,Bundesliga 2,Estonia,70,CB
4948,Melle Meulensteen,Vitesse,Eredivisie,Holland,70,CDM
4949,Eric Meza,Colón,LPF,Argentina,70,RWB
4950,Giannis Michailidis,PAOK FC,Hellas Liga,Greece,70,CB
4951,Pedro Manuel Mineiro Mendes,Ascoli,Serie BKT,Portugal,70,ST
4952,Bojan Miovski,Aberdeen,cinch Prem,North Macedonia,70,ST
4953,Ignasi Miquel i Pons,Granada CF,LALIGA EA SPORTS,Spain,70,CB
4954,Ignacio Miramón,LOSC Lille,Ligue 1 Uber Eats,Argentina,70,CDM
4955,Koji Miyoshi,Birmingham City,EFL Championship,Japan,70,RM
4956,Filip Mladenović,Panathinaikos,Hellas Liga,Serbia,70,LB
4957,Ryan Mmaee,Stoke City,EFL Championship,Morocco,70,ST
4958,Sadegh Moharrami,Dinamo Zagreb,Liga Hrvatska,Iran,70,RB
4959,Tobias Mohr,FC Schalke 04,Bundesliga 2,Germany,70,LW
4960,Mollejo,Real Zaragoza,LALIGA HYPERMOTION,Spain,70,RM
4961,Walter Montoya,Rosario Central,LPF,Argentina,70,CM
4962,Alfredo Morales,New York City FC,MLS,United States,70,CDM
4963,Jon Morcillo Conesa,SD Amorebieta,LALIGA HYPERMOTION,Spain,70,LM
4964,Paulo Estrela Moreira Alves,Portimonense SC,Liga Portugal,Portugal,70,CM
4965,Sávio Moreira de Oliveira,Girona FC,LALIGA EA SPORTS,Brazil,70,RM
4966,Víctor Moreno,Indep. Medellín,Libertadores,Colombia,70,CB
4967,Marcelo Moreno Martins,Independiente DV,Libertadores,Bolivia,70,ST
4968,Aidan Morris,Columbus Crew,MLS,United States,70,CDM
4969,Olimpiu Moruțan,MKE Ankaragücü,Trendyol Süper Lig,Romania,70,CF
4970,Rafael Mújica García,Arouca,Liga Portugal,Spain,70,ST
4971,Jackson Muleka,Beşiktaş,Trendyol Süper Lig,Congo DR,70,RW
4972,Jannik Müller,SV Darmstadt 98,Bundesliga,Germany,70,CB
4973,Abdul Mumin,Rayo Vallecano,LALIGA EA SPORTS,Ghana,70,CB
4974,Radosław Murawski,Lech Poznań,PKO BP Ekstraklasa,Poland,70,CDM
4975,Thomas Murg,PAOK FC,Hellas Liga,Austria,70,RW
4976,Damián Musto,FC Cartagena,LALIGA HYPERMOTION,Argentina,70,CDM
4977,Junior Mwanga,Strasbourg,Ligue 1 Uber Eats,France,70,CDM
4978,Andrey N. dos Santos,Nott'm Forest,Premier League,Brazil,70,CM
4979,Mickaël Nade,AS Saint-Étienne,Ligue 2 BKT,France,70,CB
4980,Juan Ignacio Nardoni,Racing Club,Libertadores,Argentina,70,CM
4981,Alassane Ndao,İstanbulspor,Trendyol Süper Lig,Senegal,70,RM
4982,Cherif Ndiaye,Adana Demirspor,Trendyol Süper Lig,Senegal,70,ST
4983,Dan Ndoye,Bologna,Serie A TIM,Switzerland,70,RM
4984,Sean Nealis,Red Bulls,MLS,United States,70,CB
4985,Loïc Négo,Havre AC,Ligue 1 Uber Eats,Hungary,70,RB
4986,Dan Neil,Sunderland,EFL Championship,England,70,CDM
4987,Phil Neumann,Hannover 96,Bundesliga 2,Germany,70,CB
4988,Roman Neustädter,KVC Westerlo,1A Pro League,Russia,70,CB
4989,Filipe Ferreira,Boavista FC,Liga Portugal,Portugal,70,LB
4990,Ivan Nevistic,Dinamo Zagreb,Liga Hrvatska,Croatia,70,GK
4991,Joe Newell,Hibernian,cinch Prem,England,70,CM
4992,Yvan Neyou,CD Leganés,LALIGA HYPERMOTION,Cameroon,70,CDM
4993,Jeremy Ngakia,Watford,EFL Championship,England,70,RB
4994,Håvard Nielsen,Hannover 96,Bundesliga 2,Norway,70,CAM
4995,Riad Nouri,AC Ajaccio,Ligue 2 BKT,France,70,RM
4996,Bartosz Nowak,Raków,PKO BP Ekstraklasa,Poland,70,CF
4997,Miguel Cardoso,Kayserispor,Trendyol Süper Lig,Portugal,70,LM
4998,Callum O'Dowda,Cardiff City,EFL Championship,Republic of Ireland,70,LM
4999,Jay O'Shea,Brisbane Roar,A-League,Republic of Ireland,70,CM
5000,Lawrence Ofori,Moreirense FC,Liga Portugal,Ghana,70,CM
5001,Chiedozie Ogbene,Luton Town,Premier League,Republic of Ireland,70,CF
5002,Florent Ogier,Clermont Foot 63,Ligue 1 Uber Eats,France,70,CB
5003,Braian Ojeda,Real Salt Lake,MLS,Paraguay,70,CDM
5004,Chima Okoroji,FC St. Gallen,CSSL,England,70,LB
5005,Maduka Okoye,Udinese,Serie A TIM,Nigeria,70,GK
5006,Kiko Olivas,FC Cartagena,LALIGA HYPERMOTION,Spain,70,CB
5007,Jorge Fernandes,Vitória SC,Liga Portugal,Portugal,70,CB
5008,Kenneth Omeruo,Kasımpaşa,Trendyol Süper Lig,Nigeria,70,CB
5009,Andrew Omobamidele,Norwich,EFL Championship,Republic of Ireland,70,CB
5010,Ado Onaiwu,AJ Auxerre,Ligue 2 BKT,Japan,70,ST
5011,Nicolás Oroz,Racing Club,Libertadores,Argentina,70,CM
5012,Joao Ortiz,Independiente DV,Libertadores,Ecuador,70,CM
5013,Kevin Ortiz,Rosario Central,LPF,Argentina,70,CDM
5014,Horacio Orzán,FBC Melgar,Libertadores,Argentina,70,CDM
5015,Gabriel Osho,Luton Town,Premier League,England,70,CB
5016,Milutin Osmajić,Cádiz CF,LALIGA EA SPORTS,Montenegro,70,ST
5017,Yordan Osorio,Parma,Serie BKT,Venezuela,70,CB
5018,Levin Öztunalı,Hamburger SV,Bundesliga 2,Germany,70,CAM
5019,Sergi Palencia Hurtado,LAFC,MLS,Spain,70,RB
5020,Victor Pálsson,KAS Eupen,1A Pro League,Iceland,70,CDM
5021,Miloš Pantović,KAS Eupen,1A Pro League,Serbia,70,CAM
5022,Aitor Paredes,Athletic Club,LALIGA EA SPORTS,Spain,70,CB
5023,Seung Wook Park,Pohang Steelers,K League 1,Korea Republic,70,RB
5024,Nicolás Pasquini,Sporting Cristal,Libertadores,Argentina,70,LB
5025,Felix Passlack,VfL Bochum,Bundesliga,Germany,70,RM
5026,Louis Patris,RSC Anderlecht,1A Pro League,Belgium,70,RB
5027,Leonardo Pavoletti,Cagliari,Serie A TIM,Italy,70,ST
5028,Matty Pearson,Huddersfield,EFL Championship,England,70,CB
5029,Tomáš Pekhart,Legia Warszawa,PKO BP Ekstraklasa,Czech Republic,70,ST
5030,Nathan,SJ Earthquakes,MLS,Brazil,70,CB
5031,Timothée Pembélé,Paris SG,Ligue 1 Uber Eats,France,70,RB
5032,Alexandre Penetra Correia,AZ,Eredivisie,Portugal,70,RB
5033,Juan Carlos Pereira,Millonarios,Sudamericana,Colombia,70,CM
5034,Sebastián Pérez,Boavista FC,Liga Portugal,Colombia,70,CM
5035,Njegos? Petrovic´,Granada CF,LALIGA EA SPORTS,Serbia,70,CDM
5036,Patrick Pflücke,KV Mechelen,1A Pro League,Germany,70,LM
5037,Harry Pickering,Blackburn Rovers,EFL Championship,England,70,LB
5038,Hamilton Piedra,Dep. Cuenca,Sudamericana,Ecuador,70,GK
5039,Iván Pillud,Racing Club,Libertadores,Argentina,70,RB
5040,Markus Pink,Shanghai Port,CSL,Austria,70,ST
5041,Robert Piris Da Motta,Cerro Porteño,Libertadores,Paraguay,70,CDM
5042,Mauro Pittón,Central Córdoba,LPF,Argentina,70,CM
5043,Marko Pjaca,Juventus,Serie A TIM,Croatia,70,CF
5044,Julian Pollersbeck,1. FC Magdeburg,Bundesliga 2,Germany,70,GK
5045,Andy Polo,Universitario,Sudamericana,Peru,70,RM
5046,Matt Polster,New England,MLS,United States,70,CDM
5047,Giacomo Poluzzi,Südtirol,Serie BKT,Italy,70,GK
5048,Octavian Popescu,FCSB,SUPERLIGA,Romania,70,LW
5049,Lucas Possignolo,Zhejiang Pro,CSL,Brazil,70,CB
5050,Sergio Postigo Redondo,Levante UD,LALIGA HYPERMOTION,Spain,70,CB
5051,Tomás Pozzo,Independiente,LPF,Argentina,70,RM
5052,Pratto,Defensa,Sudamericana,Argentina,70,ST
5053,Ángelo Preciado,KRC Genk,1A Pro League,Ecuador,70,RB
5054,Adonis Preciado,Barcelona SC,Libertadores,Ecuador,70,RM
5055,Gianluca Prestianni,Vélez Sarsfield,LPF,Argentina,70,RM
5056,Dirk Proper,N.E.C. Nijmegen,Eredivisie,Holland,70,CDM
5057,Cameron Puertas,R. Union St.-G.,1A Pro League,Switzerland,70,CM
5058,Ignacio Pussetto,Huracán,Sudamericana,Argentina,70,ST
5059,Robin Quaison,Ettifaq FC,ROSHN Saudi League,Sweden,70,CF
5060,Leonel Quiñonez,LDU Quito,Sudamericana,Ecuador,70,LB
5061,Aldair Quintana,Dep. Pereira,Libertadores,Colombia,70,GK
5062,Alberto Quintero,Cienciano,Sudamericana,Panama,70,LM
5063,Risto Radunović,FCSB,SUPERLIGA,Montenegro,70,LB
5064,Yanis Rahmani,SD Eibar,LALIGA HYPERMOTION,France,70,LM
5065,Benito Ramírez del Toro,UD Las Palmas,LALIGA EA SPORTS,Spain,70,LB
5066,Aaron Ramsey,Burnley,Premier League,England,70,LM
5067,Rene Renner,LASK,Ö. Bundesliga,Austria,70,LB
5068,Leandro Requena,Cobresal,Sudamericana,Argentina,70,GK
5069,Paolo Reyna,FBC Melgar,Libertadores,Peru,70,LB
5070,Bryan Reynolds,KVC Westerlo,1A Pro League,United States,70,RWB
5071,Ricardo Ryller,Al Fayha,ROSHN Saudi League,Brazil,70,CM
5072,Andrés Ricaurte,Indep. Medellín,Libertadores,Colombia,70,CAM
5073,Mikel Rico Moreno,FC Cartagena,LALIGA HYPERMOTION,Spain,70,CM
5074,Emil Riis,Preston,EFL Championship,Denmark,70,ST
5075,Alexander Ring,Austin FC,MLS,Finland,70,CB
5076,Juan David Ríos,Deportes Tolima,Sudamericana,Colombia,70,CDM
5077,Josh Risdon,Western United,A-League,Australia,70,RB
5078,Marlon Ritter,Kaiserslautern,Bundesliga 2,Germany,70,CDM
5079,Williams Riveros,Universitario,Sudamericana,Paraguay,70,CB
5080,Callum Robinson,Cardiff City,EFL Championship,Republic of Ireland,70,ST
5081,Gerson Rodrigues Gouveia,Sivasspor,Trendyol Süper Lig,Luxembourg,70,LM
5082,Leonardo Rodrigues Lima,Estrela Amadora,Liga Portugal,Brazil,70,LW
5083,Carlos Rodríguez,Barcelona SC,Libertadores,Uruguay,70,CB
5084,Rodríguez,Nacional,Libertadores,Uruguay,70,CDM
5085,Chema Rodríguez,AD Alcorcón,LALIGA HYPERMOTION,Spain,70,CB
5086,Andy,Burgos CF,LALIGA HYPERMOTION,Spain,70,CM
5087,Jony,Latium,Serie A TIM,Spain,70,LW
5088,Álvaro Rodríguez Pérez,Albacete BP,LALIGA HYPERMOTION,Spain,70,RB
5089,Manuel Roffo,Instituto,LPF,Argentina,70,GK
5090,Iván Rojas,Santa Fe,Sudamericana,Colombia,70,CDM
5091,Santiago Rojas,Tigre,Sudamericana,Paraguay,70,GK
5092,Enzo Roldán,Unión,LPF,Argentina,70,CM
5093,Simone Romagnoli,Frosinone,Serie A TIM,Italy,70,CB
5094,André Rømer,FC Midtjylland,3F Superliga,Denmark,70,CDM
5095,Farley Vieira Rosa,Tianjin JMT FC,CSL,Brazil,70,RM
5096,Keegan Rosenberry,Colorado Rapids,MLS,United States,70,RB
5097,Loreintz Rosier,Fortuna Sittard,Eredivisie,France,70,CDM
5098,Bryan Rovira,Uni. Católica,Sudamericana,Colombia,70,CDM
5099,Kye Rowles,Hearts,cinch Prem,Australia,70,CB
5100,Waldo Rubio Martin,CD Tenerife,LALIGA HYPERMOTION,Spain,70,LM
5101,Pablo Ruiz,Real Salt Lake,MLS,Argentina,70,CDM
5102,Sergio Ruiz Alonso,Granada CF,LALIGA EA SPORTS,Spain,70,CDM
5103,Ramiro Ruiz,Atlético Tucumán,LPF,Argentina,70,ST
5104,Patrick William,Rio Ave FC,Liga Portugal,Brazil,70,CB
5105,Marwane Saadane,Al Fateh,ROSHN Saudi League,Morocco,70,CB
5106,Stefano Sabelli,Genoa,Serie A TIM,Italy,70,RWB
5107,Abdelhamid Sabiri,Fiorentina,Serie A TIM,Morocco,70,CAM
5108,Ismael Saibari,PSV,Eredivisie,Morocco,70,RW
5109,Maximiliano Salas,Palestino,Sudamericana,Argentina,70,ST
5110,Saúl Salcedo,Olimpia,Libertadores,Paraguay,70,CB
5111,Brian Salvareschi,Godoy Cruz,LPF,Argentina,70,CB
5112,Mamadou Samassa,Stade Lavallois,Ligue 2 BKT,Mali,70,GK
5113,Fabián Sambueza,Santa Fe,Sudamericana,Argentina,70,RM
5114,Sergi Samper Montañá,FC Andorra,LALIGA HYPERMOTION,Spain,70,CDM
5115,Alfons Sampsted,FC Twente,Eredivisie,Iceland,70,RB
5116,Rubén Sánchez Sáez,CD Mirandés,LALIGA HYPERMOTION,Spain,70,RM
5117,José Sand,Lanús,LPF,Argentina,70,ST
5118,Philippe Sandler,N.E.C. Nijmegen,Eredivisie,Holland,70,CB
5119,James Sands,New York City FC,MLS,United States,70,CB
5120,Roque Santa Cruz,Libertad,Libertadores,Paraguay,70,ST
5121,Danilo Santacruz,Dep. Pereira,Libertadores,Paraguay,70,CAM
5122,Eduardo Gabriel Santos Bauermann,Alanyaspor,Trendyol Süper Lig,Brazil,70,CB
5123,Nathan Santos de Araújo,FC Famalicão,Liga Portugal,Brazil,70,RWB
5124,Tayyip Sanuç,Beşiktaş,Trendyol Süper Lig,Turkey,70,CB
5125,Noah Joel Sarenren Bazee,FC Augsburg,Bundesliga,Nigeria,70,RM
5126,Amin Sarr,OL,Ligue 1 Uber Eats,Sweden,70,ST
5127,George Saville,Millwall,EFL Championship,Northern Ireland,70,CM
5128,Daniel Schmidt,STVV,1A Pro League,Japan,70,GK
5129,Jan Schöppner,Heidenheim,Bundesliga,Germany,70,CDM
5130,Ignacio Schor,Newell's,Sudamericana,Argentina,70,LM
5131,Alexander Schwolow,Union Berlin,Bundesliga,Germany,70,GK
5132,Luis Segovia,RWD Molenbeek,1A Pro League,Ecuador,70,CB
5133,Ken Sema,Watford,EFL Championship,Sweden,70,LM
5134,Alfa Semedo Esteves,Al Tai,ROSHN Saudi League,Guinea-Bissau,70,CDM
5135,Antoine Semenyo,AFC Bournemouth,Premier League,Ghana,70,ST
5136,Adrian Šemper,Como,Serie BKT,Croatia,70,GK
5137,Young Woo Seol,Ulsan Hyundai,K League 1,Korea Republic,70,RB
5138,Nico Serrano,PEC Zwolle,Eredivisie,Spain,70,LM
5139,Kevin Sessa,Heidenheim,Bundesliga,Germany,70,RM
5140,Michal Ševčík,Sparta Praha,Česká Liga,Czech Republic,70,CAM
5141,Juan Sforza,Newell's,Sudamericana,Argentina,70,CDM
5142,Giuseppe Sibilli,Bari,Serie BKT,Italy,70,CF
5143,Vincent Sierro,Toulouse FC,Ligue 1 Uber Eats,Switzerland,70,CM
5144,Tim Siersleben,Heidenheim,Bundesliga,Germany,70,CB
5145,Romário Baró,FC Porto,Liga Portugal,Portugal,70,CM
5146,Victor Hugo Silva Braga,Al Tai,ROSHN Saudi League,Brazil,70,GK
5147,Igor Silva de Almeida,FC Lorient,Ligue 1 Uber Eats,Brazil,70,RB
5148,Isnairo Reis Silva Morais,Jeju United,K League 1,Brazil,70,LW
5149,Matheus Simoneti Bressaneli,Nantong Zhiyun FC,CSL,Brazil,70,CB
5150,Doğukan Sinik,Hull City,EFL Championship,Turkey,70,LW
5151,Tobias Sippel,M'gladbach,Bundesliga,Germany,70,GK
5152,Hugo Siquet,Cercle Brugge,1A Pro League,Belgium,70,RM
5153,Regan Slater,Hull City,EFL Championship,England,70,CM
5154,Rafa Soares,PAOK FC,Hellas Liga,Portugal,70,LB
5155,Thibo Somers,Cercle Brugge,1A Pro League,Belgium,70,CF
5156,Min Kyu Song,Jeonbuk Hyundai,K League 1,Korea Republic,70,LW
5157,Joel Soñora,Huracán,Sudamericana,United States,70,CAM
5158,Frederik Sørensen,Ternana,Serie BKT,Denmark,70,CB
5159,Christian Sørensen,F.C. København,3F Superliga,Denmark,70,LB
5160,Mario Soriano Carreño,SD Eibar,LALIGA HYPERMOTION,Spain,70,CAM
5161,Alberto Soro Álvarez,Granada CF,LALIGA EA SPORTS,Spain,70,RM
5162,Lucas Sosa,Barcelona SC,Libertadores,Argentina,70,CB
5163,Gonzalo Sosa,Audax Italiano,Sudamericana,Argentina,70,ST
5164,Alexis Soto,Defensa,Sudamericana,Argentina,70,LB
5165,Leonai Souza de Almeida,Barcelona SC,Libertadores,Brazil,70,CDM
5166,Sem Steijn,FC Twente,Eredivisie,Holland,70,CAM
5167,Leonidas Stergiou,VfB Stuttgart,Bundesliga,Switzerland,70,CB
5168,Enda Stevens,Stoke City,EFL Championship,Republic of Ireland,70,LB
5169,Leo Štulac,Palermo,Serie BKT,Slovenia,70,CDM
5170,Ivan Šunjić,Birmingham City,EFL Championship,Croatia,70,CDM
5171,Adrian Șut,FCSB,SUPERLIGA,Romania,70,CDM
5172,Abakar Sylla,Strasbourg,Ligue 1 Uber Eats,Côte d'Ivoire,70,CB
5173,Vicente Taborda,Boca Juniors,Libertadores,Argentina,70,CAM
5174,Benjamin Tahirović,Ajax,Eredivisie,Bosnia and Herzegovina,70,CDM
5175,Ismael Tajouri-Shradi,Minnesota United,MLS,Libya,70,RM
5176,Florin Tănase,Al Okhdood,ROSHN Saudi League,Romania,70,CF
5177,Rodrigo Tarín Higón,R. Oviedo,LALIGA HYPERMOTION,Spain,70,CB
5178,Ștefan Târnovanu,FCSB,SUPERLIGA,Romania,70,GK
5179,Martin Távara,Sporting Cristal,Libertadores,Peru,70,CM
5180,Mahmut Tekdemir,Başakşehir,Trendyol Süper Lig,Turkey,70,CDM
5181,Lino Tempelmann,FC Schalke 04,Bundesliga 2,Germany,70,CM
5182,Arnau Tenas Ureña,Paris SG,Ligue 1 Uber Eats,Spain,70,GK
5183,Robert Tesche,VfL Osnabrück,Bundesliga 2,Germany,70,CM
5184,Sorba Thomas,Huddersfield,EFL Championship,Wales,70,RM
5185,Orobó Tiago,Daejeon Citizen,K League 1,Brazil,70,ST
5186,David Timor Copoví,CD Eldense,LALIGA HYPERMOTION,Spain,70,CM
5187,Fernando Tobio,Huracán,Sudamericana,Argentina,70,CB
5188,Boris Tomiak,Kaiserslautern,Bundesliga 2,Germany,70,CB
5189,Pablo Torre Carral,Girona FC,LALIGA EA SPORTS,Spain,70,CAM
5190,Isaak Touré,OM,Ligue 1 Uber Eats,France,70,CB
5191,Mattéo Tramoni,Pisa,Serie BKT,France,70,CF
5192,Enrique Triverio,The Strongest,Libertadores,Argentina,70,ST
5193,Christos Tzolis,Düsseldorf,Bundesliga 2,Greece,70,LM
5194,Manfred Ugalde,FC Twente,Eredivisie,Costa Rica,70,ST
5195,Iké Ugbo,Cardiff City,EFL Championship,Canada,70,ST
5196,Jacob Une-Larsson,Djurgårdens IF,Allsvenskan,Sweden,70,CB
5197,Benjamin Uphoff,SC Freiburg,Bundesliga,Germany,70,GK
5198,Rodrigo Ureña,Universitario,Sudamericana,Chile,70,CDM
5199,Fernando Uribe,Millonarios,Sudamericana,Colombia,70,ST
5200,Moses Usor,LASK,Ö. Bundesliga,Nigeria,70,RM
5201,Albert Vallci,FC St. Gallen,CSSL,Austria,70,CB
5202,Jules Van Cleemput,Sp. Charleroi,1A Pro League,Belgium,70,CB
5203,Thomas van den Belt,Feyenoord,Eredivisie,Holland,70,CM
5204,Rick van Drongelen,Samsunspor,Trendyol Süper Lig,Holland,70,CB
5205,Stijn van Gassel,Excelsior,Eredivisie,Holland,70,GK
5206,Tom van Weert,AEK Athens,Hellas Liga,Holland,70,ST
5207,Charles Vanhoutte,R. Union St.-G.,1A Pro League,Belgium,70,CDM
5208,Jordi Vanlerberghe,KV Mechelen,1A Pro League,Belgium,70,CB
5209,Barnabás Varga,Ferencvárosi TC,Magyar Liga,Hungary,70,ST
5210,Sebastian Vasiliadis,Hansa Rostock,Bundesliga 2,Greece,70,CDM
5211,Nikola Vasilj,FC St. Pauli,Bundesliga 2,Bosnia and Herzegovina,70,GK
5212,Johan Vásquez,Genoa,Serie A TIM,Mexico,70,CB
5213,Cristian Vega,Colón,LPF,Argentina,70,CDM
5214,Gustavo H. Vernes,R. Valladolid CF,LALIGA HYPERMOTION,Brazil,70,CB
5215,Gastón Verón,Argentinos Jrs.,Libertadores,Argentina,70,ST
5216,Paulo Victor da Silva,FC Midtjylland,3F Superliga,Brazil,70,LB
5217,Joel Vieira Pereira,Lech Poznań,PKO BP Ekstraklasa,Portugal,70,RB
5218,Oliver Villadsen,FC Nordsjælland,3F Superliga,Denmark,70,RB
5219,Villalba,CS Emelec,Sudamericana,Argentina,70,CDM
5220,Carlos Villanueva,Club Magallanes,Sudamericana,Chile,70,CAM
5221,Alessandro Vogliacco,Genoa,Serie A TIM,Italy,70,CB
5222,Andreas Voglsammer,Millwall,EFL Championship,Germany,70,LM
5223,Bart Vriends,Sparta Rotterdam,Eredivisie,Holland,70,CB
5224,Giacomo Vrioni,New England,MLS,Albania,70,ST
5225,Hauke Wahl,FC St. Pauli,Bundesliga 2,Germany,70,CB
5226,Sebastian Walukiewicz,Empoli,Serie A TIM,Poland,70,CB
5227,Tsuyoshi Watanabe,KAA Gent,1A Pro League,Japan,70,CB
5228,Brice Wembangomo,FK Bodø/Glimt,Eliteserien,Norway,70,RB
5229,Scott Wharton,Blackburn Rovers,EFL Championship,England,70,CB
5230,Gustav Wikheim,Djurgårdens IF,Allsvenskan,Norway,70,LW
5231,Joe Williams,Bristol City,EFL Championship,England,70,CDM
5232,Josh Windass,Sheffield Wed,EFL Championship,England,70,ST
5233,Richard Windbichler,Rongcheng FC,CSL,Austria,70,CB
5234,Scott Wright,Rangers,cinch Prem,Scotland,70,RW
5235,Paweł Wszołek,Legia Warszawa,PKO BP Ekstraklasa,Poland,70,RM
5236,Güven Yalçın,Genoa,Serie A TIM,Turkey,70,ST
5237,Kelvin Yeboah,Genoa,Serie A TIM,Italy,70,ST
5238,DeAndre Yedlin,Inter Miami CF,MLS,United States,70,RB
5239,Darlin Yongwa,FC Lorient,Ligue 1 Uber Eats,Cameroon,70,LB
5240,Gabriele Zappa,Cagliari,Serie A TIM,Italy,70,RB
